id,department_id,date,revenue,expense,category
132,3,2025-12-01,371325.32,240731.63,equipment
133,3,2025-12-01,371325.32,231012.05,supplies
134,3,2025-12-01,371325.32,139506.61,utilities
135,3,2025-12-01,371325.32,97620.5,maintenance
136,3,2026-01-01,1246678.7,558395.57,salaries
137,3,2026-01-01,351925.55,273576.93,equipment
138,3,2026-01-01,351925.55,246160.05,supplies
139,3,2026-01-01,351925.55,126240.07,utilities
140,3,2026-01-01,351925.55,85309.87,maintenance
141,3,2026-02-01,1369069.64,617342.97,salaries
142,3,2026-02-01,382541.12,276198.96,equipment
143,3,2026-02-01,382541.12,223497.75,supplies
144,3,2026-02-01,382541.12,141617.27,utilities
145,3,2026-02-01,382541.12,91316.9,maintenance
146,3,2026-03-01,1132973.52,584505.58,salaries
147,3,2026-03-01,378868.41,258576.99,equipment
148,3,2026-03-01,378868.41,250447.8,supplies
149,3,2026-03-01,378868.41,132937.61,utilities
150,3,2026-03-01,378868.41,98193.78,maintenance
151,3,2026-04-01,1185452.25,601117.18,salaries
152,3,2026-04-01,383555.96,261065.78,equipment
153,3,2026-04-01,383555.96,250657.14,supplies
154,3,2026-04-01,383555.96,138014.6,utilities
155,3,2026-04-01,383555.96,85569.57,maintenance
156,3,2026-05-01,1287809.07,547702.57,salaries
157,3,2026-05-01,375125.84,270228.6,equipment
158,3,2026-05-01,375125.84,228920.64,supplies
159,3,2026-05-01,375125.84,137316.83,utilities
160,3,2026-05-01,375125.84,93314.93,maintenance
161,3,2026-06-01,1325927.58,545179.48,salaries
162,3,2026-06-01,377908.22,276771.27,equipment
163,3,2026-06-01,377908.22,235679.52,supplies
164,3,2026-06-01,377908.22,136943.67,utilities
165,3,2026-06-01,377908.22,92190.63,maintenance
166,3,2026-07-01,1301568.67,575410.14,salaries
167,3,2026-07-01,369836.06,276332.09,equipment
168,3,2026-07-01,369836.06,251152.4,supplies
169,3,2026-07-01,369836.06,140335.85,utilities
170,3,2026-07-01,369836.06,88057.65,maintenance
171,3,2026-08-01,1320688.05,622061.03,salaries
172,3,2026-08-01,376340.43,260648.24,equipment
173,3,2026-08-01,376340.43,242748.53,supplies
174,3,2026-08-01,376340.43,124993.27,utilities
175,3,2026-08-01,376340.43,98984.3,maintenance
176,3,2026-09-01,1413096.06,673434.21,salaries
177,3,2026-09-01,402883.48,263447.24,equipment
178,3,2026-09-01,402883.48,266326.87,supplies
179,3,2026-09-01,402883.48,138735.43,utilities
180,3,2026-09-01,402883.48,106673.19,maintenance
181,4,2025-10-01,1401867.68,777811.04,salaries
182,4,2025-10-01,453298.35,344462.15,equipment
183,4,2025-10-01,453298.35,277803.11,supplies
184,4,2025-10-01,453298.35,174464.98,utilities
185,4,2025-10-01,453298.35,121875.16,maintenance
186,4,2025-11-01,1339391.88,736480.69,salaries
187,4,2025-11-01,429498.23,344983.73,equipment
188,4,2025-11-01,429498.23,283553.54,supplies
189,4,2025-11-01,429498.23,152155.47,utilities
190,4,2025-11-01,429498.23,109635.02,maintenance
191,4,2025-12-01,1351717.38,802723.57,salaries
192,4,2025-12-01,435909.99,339482.09,equipment
193,4,2025-12-01,435909.99,293974.89,supplies
194,4,2025-12-01,435909.99,178761.74,utilities
195,4,2025-12-01,435909.99,116861.82,maintenance
196,4,2026-01-01,1409937.15,759406.72,salaries
197,4,2026-01-01,464860.43,337119.03,equipment
198,4,2026-01-01,464860.43,271899.6,supplies
199,4,2026-01-01,464860.43,147111.28,utilities
200,4,2026-01-01,464860.43,108711.1,maintenance
201,4,2026-02-01,1489751.69,732931.26,salaries
202,4,2026-02-01,457300.2,314420.58,equipment
203,4,2026-02-01,457300.2,291806.28,supplies
204,4,2026-02-01,457300.2,153867.01,utilities
205,4,2026-02-01,457300.2,115851.45,maintenance
206,4,2026-03-01,1449306.57,764195.82,salaries
207,4,2026-03-01,426503.06,350633.62,equipment
208,4,2026-03-01,426503.06,312103.36,supplies
209,4,2026-03-01,426503.06,165116.15,utilities
210,4,2026-03-01,426503.06,110018.94,maintenance
211,4,2026-04-01,1596325.21,705777.84,salaries
212,4,2026-04-01,458067.8,334672.58,equipment
213,4,2026-04-01,458067.8,281678.28,supplies
214,4,2026-04-01,458067.8,156719.74,utilities
215,4,2026-04-01,458067.8,111498.18,maintenance
216,4,2026-05-01,1432111.58,684868.34,salaries
217,4,2026-05-01,448052.75,346495.29,equipment
218,4,2026-05-01,448052.75,299584.89,supplies
219,4,2026-05-01,448052.75,172275.08,utilities
220,4,2026-05-01,448052.75,115384.96,maintenance
221,4,2026-06-01,1382978.14,686567.13,salaries
222,4,2026-06-01,445236.28,327931.1,equipment
223,4,2026-06-01,445236.28,302306.28,supplies
224,4,2026-06-01,445236.28,169930.43,utilities
225,4,2026-06-01,445236.28,115427.78,maintenance
226,4,2026-07-01,1596532.72,726115.95,salaries
227,4,2026-07-01,453457.75,339459.76,equipment
228,4,2026-07-01,453457.75,276281.78,supplies
229,4,2026-07-01,453457.75,151288.64,utilities
230,4,2026-07-01,453457.75,113718.5,maintenance
231,4,2026-08-01,1586683.25,777117.2,salaries
232,4,2026-08-01,464007.83,337727.92,equipment
233,4,2026-08-01,464007.83,282746.45,supplies
234,4,2026-08-01,464007.83,156410.65,utilities
235,4,2026-08-01,464007.83,106272.2,maintenance
236,4,2026-09-01,1326885.37,792839.51,salaries
237,4,2026-09-01,448020.97,329131.76,equipment
238,4,2026-09-01,448020.97,306565.52,supplies
239,4,2026-09-01,448020.97,158692.61,utilities
240,4,2026-09-01,448020.97,120464.28,maintenance
241,5,2025-10-01,1457301.5,768042.13,salaries
242,5,2025-10-01,499718.86,346409.22,equipment
243,5,2025-10-01,499718.86,312683.41,supplies
244,5,2025-10-01,499718.86,156036.53,utilities
245,5,2025-10-01,499718.86,115166.71,maintenance
246,5,2025-11-01,1432577.62,799282.61,salaries
247,5,2025-11-01,486213.31,340004.76,equipment
248,5,2025-11-01,486213.31,336564.84,supplies
249,5,2025-11-01,486213.31,175875.72,utilities
250,5,2025-11-01,486213.31,129955.61,maintenance
251,5,2025-12-01,1824776.88,815088.56,salaries
252,5,2025-12-01,513475.38,379158.7,equipment
253,5,2025-12-01,513475.38,326919.18,supplies
254,5,2025-12-01,513475.38,184665.28,utilities
255,5,2025-12-01,513475.38,124979.75,maintenance
256,5,2026-01-01,1790257.13,829046.6,salaries
257,5,2026-01-01,524315.19,345043.45,equipment
258,5,2026-01-01,524315.19,299789.01,supplies
259,5,2026-01-01,524315.19,166218.2,utilities
260,5,2026-01-01,524315.19,123927.33,maintenance
261,5,2026-02-01,1622140.52,797598.54,salaries
262,5,2026-02-01,523633.75,323954.18,equipment
263,5,2026-02-01,523633.75,301977.6,supplies
264,5,2026-02-01,523633.75,167375.84,utilities
265,5,2026-02-01,523633.75,118096.9,maintenance
266,5,2026-03-01,1740103.21,728878.3,salaries
267,5,2026-03-01,514683.93,349680.51,equipment
268,5,2026-03-01,514683.93,283409.46,supplies
269,5,2026-03-01,514683.93,166748.2,utilities
270,5,2026-03-01,514683.93,119283.03,maintenance
271,5,2026-04-01,1799858.79,759916.88,salaries
272,5,2026-04-01,510849.54,346714.35,equipment
273,5,2026-04-01,510849.54,317533.08,supplies
274,5,2026-04-01,510849.54,180819.39,utilities
275,5,2026-04-01,510849.54,124827.54,maintenance
276,5,2026-05-01,1750134.21,742819.77,salaries
277,5,2026-05-01,511571.25,357286.54,equipment
278,5,2026-05-01,511571.25,326426.58,supplies
279,5,2026-05-01,511571.25,166890.71,utilities
280,5,2026-05-01,511571.25,123044.24,maintenance
281,5,2026-06-01,1599946.01,766824.63,salaries
282,5,2026-06-01,522754.03,353100.57,equipment
283,5,2026-06-01,522754.03,296891.04,supplies
284,5,2026-06-01,522754.03,173704.56,utilities
285,5,2026-06-01,522754.03,128446.15,maintenance
286,5,2026-07-01,1553154.56,774618.37,salaries
287,5,2026-07-01,517951.48,352850.25,equipment
288,5,2026-07-01,517951.48,287898.57,supplies
289,5,2026-07-01,517951.48,170106.06,utilities
290,5,2026-07-01,517951.48,122376.14,maintenance
291,5,2026-08-01,1614381.6,765899.25,salaries
292,5,2026-08-01,500715.97,335459.7,equipment
293,5,2026-08-01,500715.97,319029.27,supplies
294,5,2026-08-01,500715.97,172396.43,utilities
295,5,2026-08-01,500715.97,123009.12,maintenance
296,5,2026-09-01,1882920.66,832598.64,salaries
297,5,2026-09-01,541996.02,341602.62,equipment
298,5,2026-09-01,541996.02,298716.08,supplies
299,5,2026-09-01,541996.02,164174.22,utilities
300,5,2026-09-01,541996.02,125280.69,maintenance
301,6,2025-10-01,1011301.82,455279.19,salaries
302,6,2025-10-01,293997.42,202397.23,equipment
303,6,2025-10-01,293997.42,185073.46,supplies
304,6,2025-10-01,293997.42,105907.12,utilities
305,6,2025-10-01,293997.42,65833.03,maintenance
306,6,2025-11-01,899536.73,412144.73,salaries
307,6,2025-11-01,267370.35,196821.07,equipment
308,6,2025-11-01,267370.35,167431.77,supplies
309,6,2025-11-01,267370.35,100522.39,utilities
310,6,2025-11-01,267370.35,71101.39,maintenance
311,6,2025-12-01,814199.09,473754.06,salaries
312,6,2025-12-01,272324.72,212870.2,equipment
313,6,2025-12-01,272324.72,195824.11,supplies
314,6,2025-12-01,272324.72,94912.27,utilities
315,6,2025-12-01,272324.72,65503.84,maintenance
316,6,2026-01-01,881610.21,492785.91,salaries
317,6,2026-01-01,277214.84,211077.06,equipment
318,6,2026-01-01,277214.84,171192.31,supplies
319,6,2026-01-01,277214.84,105140.21,utilities
320,6,2026-01-01,277214.84,72873.98,maintenance
321,6,2026-02-01,902747.52,489476.52,salaries
322,6,2026-02-01,272094.02,193509.49,equipment
323,6,2026-02-01,272094.02,199752.26,supplies
324,6,2026-02-01,272094.02,107657.56,utilities
325,6,2026-02-01,272094.02,70337.17,maintenance
326,6,2026-03-01,886874.23,450240.8,salaries
327,6,2026-03-01,282189.6,211098.1,equipment
328,6,2026-03-01,282189.6,189203.97,supplies
329,6,2026-03-01,282189.6,93649.44,utilities
330,6,2026-03-01,282189.6,75129.39,maintenance
331,6,2026-04-01,926482.98,482906.73,salaries
332,6,2026-04-01,288943.18,215505.56,equipment
333,6,2026-04-01,288943.18,200885.39,supplies
334,6,2026-04-01,288943.18,100046.44,utilities
335,6,2026-04-01,288943.18,76292.5,maintenance
336,6,2026-05-01,977589.6,451037.71,salaries
337,6,2026-05-01,287024.68,195043.29,equipment
338,6,2026-05-01,287024.68,192552.63,supplies
339,6,2026-05-01,287024.68,106633.69,utilities
340,6,2026-05-01,287024.68,66203.8,maintenance
341,6,2026-06-01,989814.97,445352.09,salaries
342,6,2026-06-01,297735.82,195204.16,equipment
343,6,2026-06-01,297735.82,165642.92,supplies
344,6,2026-06-01,297735.82,105117.94,utilities
345,6,2026-06-01,297735.82,66123.78,maintenance
346,6,2026-07-01,979672.81,457098.56,salaries
347,6,2026-07-01,279370.45,215191.59,equipment
348,6,2026-07-01,279370.45,180915.95,supplies
349,6,2026-07-01,279370.45,96070.44,utilities
350,6,2026-07-01,279370.45,78199.35,maintenance
351,6,2026-08-01,947009.05,466310.25,salaries
352,6,2026-08-01,276558.65,213960.6,equipment
353,6,2026-08-01,276558.65,191227.88,supplies
354,6,2026-08-01,276558.65,103661.76,utilities
355,6,2026-08-01,276558.65,76075.94,maintenance
356,6,2026-09-01,865898.24,463555.49,salaries
357,6,2026-09-01,277603.64,202499.18,equipment
358,6,2026-09-01,277603.64,179132.06,supplies
359,6,2026-09-01,277603.64,100439.89,utilities
360,6,2026-09-01,277603.64,69127.89,maintenance
361,7,2025-10-01,1205167.97,779137.76,salaries
362,7,2025-10-01,389345.55,322056.95,equipment
363,7,2025-10-01,389345.55,283536.5,supplies
364,7,2025-10-01,389345.55,159450.24,utilities
365,7,2025-10-01,389345.55,110243.51,maintenance
366,7,2025-11-01,1169920.22,750600.41,salaries
367,7,2025-11-01,382506.92,350408.98,equipment
368,7,2025-11-01,382506.92,327528.46,supplies
369,7,2025-11-01,382506.92,189043.02,utilities
370,7,2025-11-01,382506.92,123438.67,maintenance
371,7,2025-12-01,1146665.78,721313.52,salaries
372,7,2025-12-01,373987.82,319792.27,equipment
373,7,2025-12-01,373987.82,279789.77,supplies
374,7,2025-12-01,373987.82,169460.97,utilities
375,7,2025-12-01,373987.82,113718.11,maintenance
376,7,2026-01-01,1203940.33,821407.52,salaries
377,7,2026-01-01,401616.17,374754.97,equipment
378,7,2026-01-01,401616.17,318037.71,supplies
379,7,2026-01-01,401616.17,187498.05,utilities
380,7,2026-01-01,401616.17,125329.9,maintenance
381,7,2026-02-01,1129959.23,758235.93,salaries
382,7,2026-02-01,383403.63,379964.34,equipment
383,7,2026-02-01,383403.63,318287.74,supplies
384,7,2026-02-01,383403.63,186604.83,utilities
385,7,2026-02-01,383403.63,122247.73,maintenance
386,7,2026-03-01,1112793.49,761827.08,salaries
387,7,2026-03-01,369305.19,368298.96,equipment
388,7,2026-03-01,369305.19,317869.5,supplies
389,7,2026-03-01,369305.19,196724.31,utilities
390,7,2026-03-01,369305.19,119830.48,maintenance
391,7,2026-04-01,1217116.75,867300.64,salaries
392,7,2026-04-01,397122.6,369662.93,equipment
393,7,2026-04-01,397122.6,328874.68,supplies
394,7,2026-04-01,397122.6,182478.51,utilities
395,7,2026-04-01,397122.6,136345.45,maintenance
396,7,2026-05-01,1353094.22,834525.28,salaries
397,7,2026-05-01,407067.95,377831.52,equipment
398,7,2026-05-01,407067.95,350920.38,supplies
399,7,2026-05-01,407067.95,173421.35,utilities
400,7,2026-05-01,407067.95,121460.91,maintenance
401,7,2026-06-01,1171816.1,775792.08,salaries
402,7,2026-06-01,395460.46,334835.38,equipment
403,7,2026-06-01,395460.46,324811.15,supplies
404,7,2026-06-01,395460.46,184621.25,utilities
405,7,2026-06-01,395460.46,123071.35,maintenance
406,7,2026-07-01,1222891.16,893919.41,salaries
407,7,2026-07-01,379901.25,396336.89,equipment
408,7,2026-07-01,379901.25,369809.4,supplies
409,7,2026-07-01,379901.25,201260.49,utilities
410,7,2026-07-01,379901.25,137374.84,maintenance
411,7,2026-08-01,1305033.28,881140.15,salaries
412,7,2026-08-01,397866.34,405728.18,equipment
413,7,2026-08-01,397866.34,380039.62,supplies
414,7,2026-08-01,397866.34,208539.93,utilities
415,7,2026-08-01,397866.34,129214.71,maintenance
416,7,2026-09-01,1251464.56,893047.47,salaries
417,7,2026-09-01,379609.6,368795.27,equipment
418,7,2026-09-01,379609.6,322887.26,supplies
419,7,2026-09-01,379609.6,196614.27,utilities
420,7,2026-09-01,379609.6,137866.31,maintenance
421,8,2025-10-01,1982804.07,1303753.69,salaries
422,8,2025-10-01,668331.28,537319.38,equipment
423,8,2025-10-01,668331.28,516342.54,supplies
424,8,2025-10-01,668331.28,281766.36,utilities
425,8,2025-10-01,668331.28,194899.31,maintenance
426,8,2025-11-01,2036285.16,1435945.6,salaries
427,8,2025-11-01,616914.15,649325.17,equipment
428,8,2025-11-01,616914.15,588647.42,supplies
429,8,2025-11-01,616914.15,311168.64,utilities
430,8,2025-11-01,616914.15,204157.68,maintenance
431,8,2025-12-01,2067330.29,1344090.27,salaries
432,8,2025-12-01,616695.84,640163.07,equipment
433,8,2025-12-01,616695.84,512656.91,supplies
434,8,2025-12-01,616695.84,304200.4,utilities
435,8,2025-12-01,616695.84,214602.55,maintenance
436,8,2026-01-01,2036573.42,1257663.53,salaries
437,8,2026-01-01,649110.55,588493.08,equipment
438,8,2026-01-01,649110.55,545120.24,supplies
439,8,2026-01-01,649110.55,278648.6,utilities
440,8,2026-01-01,649110.55,206727.8,maintenance
441,8,2026-02-01,2098584.96,1459441.76,salaries
442,8,2026-02-01,639069.14,613188.49,equipment
443,8,2026-02-01,639069.14,539390.3,supplies
444,8,2026-02-01,639069.14,300093.96,utilities
445,8,2026-02-01,639069.14,232441.49,maintenance
446,8,2026-03-01,2181247.72,1458556.87,salaries
447,8,2026-03-01,649873.14,605385.26,equipment
448,8,2026-03-01,649873.14,533647.26,supplies
449,8,2026-03-01,649873.14,285615.53,utilities
450,8,2026-03-01,649873.14,205796.45,maintenance
451,8,2026-04-01,2062808.82,1431604.68,salaries
452,8,2026-04-01,676352.53,615668.57,equipment
453,8,2026-04-01,676352.53,587391.79,supplies
454,8,2026-04-01,676352.53,302404.81,utilities
455,8,2026-04-01,676352.53,220582.04,maintenance
456,8,2026-05-01,1960150.24,1446945.48,salaries
457,8,2026-05-01,637649.25,597527.47,equipment
458,8,2026-05-01,637649.25,573496.12,supplies
459,8,2026-05-01,637649.25,318680.37,utilities
460,8,2026-05-01,637649.25,206827.87,maintenance
461,8,2026-06-01,2090780.54,1416686.92,salaries
462,8,2026-06-01,698839.42,667215.07,equipment
463,8,2026-06-01,698839.42,570043.7,supplies
464,8,2026-06-01,698839.42,327751.54,utilities
465,8,2026-06-01,698839.42,222056.06,maintenance
466,8,2026-07-01,2013035.33,1536395.76,salaries
467,8,2026-07-01,654216.22,639318.81,equipment
468,8,2026-07-01,654216.22,560075.66,supplies
469,8,2026-07-01,654216.22,338459.88,utilities
470,8,2026-07-01,654216.22,222233.77,maintenance
471,8,2026-08-01,2405991.26,1388478.26,salaries
472,8,2026-08-01,698248.09,631304.14,equipment
473,8,2026-08-01,698248.09,616034.02,supplies
474,8,2026-08-01,698248.09,320403.29,utilities
475,8,2026-08-01,698248.09,235493.73,maintenance
476,8,2026-09-01,2372322.7,1405653.29,salaries
477,8,2026-09-01,661411.22,615142.62,equipment
478,8,2026-09-01,661411.22,523368.25,supplies
479,8,2026-09-01,661411.22,309983.72,utilities
480,8,2026-09-01,661411.22,210313.35,maintenance
